PX409-USBH - 487885,,PX409-USBH - 487884,
Units:,psi,Units:,psi
Custom Scalar:,none,Custom Scalar:,none
Custom Offset:,none,Custom Offset:,none
Start:,2025-07-28 11:27:04.244,Start:,2025-07-28 11:27:04.114
End:,2025-07-28 01:41:03.461,End:,2025-07-28 01:41:03.388
Count:,40464,Count:,40455
Low:,-14.6091842651367,Low:,-15.5867481231689
High:,1521.8125,High:,1518.83020019531

Time,Value,Time,Value
2025-07-28 12:23:00.756 PM,1515.70324707031,2025-07-28 12:23:01.397 PM,1513.84350585938
2025-07-28 12:23:00.954 PM,1515.67395019531,2025-07-28 12:23:01.595 PM,1513.96545410156
2025-07-28 12:23:01.153 PM,1515.66174316406,2025-07-28 12:23:01.794 PM,1514.06640625
2025-07-28 12:23:01.352 PM,1515.72521972656,2025-07-28 12:23:01.993 PM,1514.13464355469
2025-07-28 12:23:01.550 PM,1515.82043457031,2025-07-28 12:23:02.191 PM,1514.19567871094
2025-07-28 12:23:01.749 PM,1515.89123535156,2025-07-28 12:23:02.390 PM,1514.19653320313
2025-07-28 12:23:01.948 PM,1515.98889160156,2025-07-28 12:23:02.589 PM,1514.18591308594
2025-07-28 12:23:02.146 PM,1516.05969238281,2025-07-28 12:23:02.788 PM,1514.12414550781
2025-07-28 12:23:02.345 PM,1516.09216308594,2025-07-28 12:23:02.986 PM,1513.99560546875
2025-07-28 12:23:02.544 PM,1516.14184570313,2025-07-28 12:23:03.185 PM,1513.87524414063
2025-07-28 12:23:02.742 PM,1516.15979003906,2025-07-28 12:23:03.384 PM,1513.73937988281
2025-07-28 12:23:02.941 PM,1516.18176269531,2025-07-28 12:23:03.583 PM,1513.65478515625
2025-07-28 12:23:03.140 PM,1516.15246582031,2025-07-28 12:23:03.781 PM,1513.6279296875
2025-07-28 12:23:03.338 PM,1516.05395507813,2025-07-28 12:23:03.980 PM,1513.65478515625
2025-07-28 12:23:03.537 PM,1515.91723632813,2025-07-28 12:23:04.179 PM,1513.71496582031
2025-07-28 12:23:03.736 PM,1515.767578125,2025-07-28 12:23:04.377 PM,1513.79467773438
2025-07-28 12:23:03.934 PM,1515.65197753906,2025-07-28 12:23:04.576 PM,1513.90686035156
2025-07-28 12:23:04.133 PM,1515.60729980469,2025-07-28 12:23:04.775 PM,1513.98742675781
2025-07-28 12:23:04.332 PM,1515.64709472656,2025-07-28 12:23:04.974 PM,1514.056640625
2025-07-28 12:23:04.530 PM,1515.70568847656,2025-07-28 12:23:05.172 PM,1514.11279296875
2025-07-28 12:23:04.729 PM,1515.81640625,2025-07-28 12:23:05.371 PM,1514.15014648438
2025-07-28 12:23:04.928 PM,1515.92211914063,2025-07-28 12:23:05.570 PM,1514.15258789063
2025-07-28 12:23:05.127 PM,1516.01574707031,2025-07-28 12:23:05.769 PM,1514.06713867188
2025-07-28 12:23:05.325 PM,1516.10192871094,2025-07-28 12:23:05.967 PM,1513.92639160156
2025-07-28 12:23:05.524 PM,1516.16296386719,2025-07-28 12:23:06.166 PM,1513.76538085938
2025-07-28 12:23:05.723 PM,1516.19799804688,2025-07-28 12:23:06.365 PM,1513.65637207031
2025-07-28 12:23:05.921 PM,1516.15979003906,2025-07-28 12:23:06.563 PM,1513.67346191406
2025-07-28 12:23:06.120 PM,1516.09301757813,2025-07-28 12:23:06.762 PM,1513.74914550781
2025-07-28 12:23:06.319 PM,1515.96850585938,2025-07-28 12:23:06.961 PM,1513.85241699219
2025-07-28 12:23:06.517 PM,1515.8115234375,2025-07-28 12:23:07.160 PM,1513.9248046875
2025-07-28 12:23:06.716 PM,1515.728515625,2025-07-28 12:23:07.358 PM,1513.9736328125
2025-07-28 12:23:06.915 PM,1515.69018554688,2025-07-28 12:23:07.557 PM,1514.0322265625
2025-07-28 12:23:07.113 PM,1515.74719238281,2025-07-28 12:23:07.756 PM,1514.06396484375
2025-07-28 12:23:07.312 PM,1515.86840820313,2025-07-28 12:23:07.955 PM,1514.05090332031
2025-07-28 12:23:07.511 PM,1515.943359375,2025-07-28 12:23:08.153 PM,1513.94921875
2025-07-28 12:23:07.709 PM,1516.02795410156,2025-07-28 12:23:08.352 PM,1513.78491210938
2025-07-28 12:23:07.908 PM,1516.08166503906,2025-07-28 12:23:08.551 PM,1513.62622070313
2025-07-28 12:23:08.107 PM,1516.12475585938,2025-07-28 12:23:08.749 PM,1513.56042480469
2025-07-28 12:23:08.305 PM,1516.15490722656,2025-07-28 12:23:08.948 PM,1513.5791015625
2025-07-28 12:23:08.504 PM,1516.07104492188,2025-07-28 12:23:09.147 PM,1513.66455078125
2025-07-28 12:23:08.703 PM,1515.92053222656,2025-07-28 12:23:09.346 PM,1513.77844238281
2025-07-28 12:23:08.901 PM,1515.75122070313,2025-07-28 12:23:09.544 PM,1513.87768554688
2025-07-28 12:23:09.100 PM,1515.61779785156,2025-07-28 12:23:09.743 PM,1513.9638671875
2025-07-28 12:23:09.299 PM,1515.60400390625,2025-07-28 12:23:09.942 PM,1514.0517578125
2025-07-28 12:23:09.497 PM,1515.6845703125,2025-07-28 12:23:10.141 PM,1514.095703125
2025-07-28 12:23:09.696 PM,1515.787109375,2025-07-28 12:23:10.339 PM,1514.08911132813
2025-07-28 12:23:09.895 PM,1515.90344238281,2025-07-28 12:23:10.538 PM,1514.03137207031
2025-07-28 12:23:10.094 PM,1516.00512695313,2025-07-28 12:23:10.737 PM,1513.89636230469
2025-07-28 12:23:10.292 PM,1516.05883789063,2025-07-28 12:23:10.935 PM,1513.76379394531
2025-07-28 12:23:10.491 PM,1516.13122558594,2025-07-28 12:23:11.134 PM,1513.68969726563
2025-07-28 12:23:10.690 PM,1516.12145996094,2025-07-28 12:23:11.333 PM,1513.65795898438
2025-07-28 12:23:10.888 PM,1516.03845214844,2025-07-28 12:23:11.532 PM,1513.70520019531
2025-07-28 12:23:11.087 PM,1515.93359375,2025-07-28 12:23:11.730 PM,1513.81420898438
2025-07-28 12:23:11.286 PM,1515.80334472656,2025-07-28 12:23:11.929 PM,1513.89306640625
2025-07-28 12:23:11.484 PM,1515.73254394531,2025-07-28 12:23:12.128 PM,1513.99157714844
2025-07-28 12:23:11.683 PM,1515.74633789063,2025-07-28 12:23:12.326 PM,1514.0615234375
2025-07-28 12:23:11.882 PM,1515.80737304688,2025-07-28 12:23:12.525 PM,1514.08752441406
2025-07-28 12:23:12.080 PM,1515.85705566406,2025-07-28 12:23:12.724 PM,1514.12902832031
2025-07-28 12:23:12.279 PM,1515.93273925781,2025-07-28 12:23:12.923 PM,1514.12329101563
2025-07-28 12:23:12.478 PM,1515.99291992188,2025-07-28 12:23:13.121 PM,1514.05004882813
2025-07-28 12:23:12.676 PM,1516.04663085938,2025-07-28 12:23:13.320 PM,1513.91662597656
2025-07-28 12:23:12.875 PM,1516.09545898438,2025-07-28 12:23:13.519 PM,1513.77111816406
2025-07-28 12:23:13.074 PM,1516.13452148438,2025-07-28 12:23:13.718 PM,1513.63037109375
2025-07-28 12:23:13.272 PM,1516.13537597656,2025-07-28 12:23:13.916 PM,1513.59619140625
2025-07-28 12:23:13.471 PM,1516.05883789063,2025-07-28 12:23:14.115 PM,1513.63354492188
2025-07-28 12:23:13.670 PM,1515.93762207031,2025-07-28 12:23:14.314 PM,1513.67590332031
2025-07-28 12:23:13.868 PM,1515.7724609375,2025-07-28 12:23:14.512 PM,1513.80029296875
2025-07-28 12:23:14.067 PM,1515.65356445313,2025-07-28 12:23:14.711 PM,1513.91259765625
2025-07-28 12:23:14.266 PM,1515.62182617188,2025-07-28 12:23:14.910 PM,1513.99645996094
2025-07-28 12:23:14.464 PM,1515.64465332031,2025-07-28 12:23:15.109 PM,1514.10949707031
2025-07-28 12:23:14.663 PM,1515.73413085938,2025-07-28 12:23:15.307 PM,1514.11352539063
2025-07-28 12:23:14.862 PM,1515.84887695313,2025-07-28 12:23:15.506 PM,1514.02978515625
2025-07-28 12:23:15.061 PM,1515.94580078125,2025-07-28 12:23:15.705 PM,1513.919921875
2025-07-28 12:23:15.259 PM,1516.03771972656,2025-07-28 12:23:15.904 PM,1513.73608398438
2025-07-28 12:23:15.458 PM,1516.09631347656,2025-07-28 12:23:16.102 PM,1513.61645507813
2025-07-28 12:23:15.657 PM,1516.10119628906,2025-07-28 12:23:16.301 PM,1513.59204101563
2025-07-28 12:23:15.855 PM,1516.04577636719,2025-07-28 12:23:16.500 PM,1513.63195800781
2025-07-28 12:23:16.054 PM,1515.93115234375,2025-07-28 12:23:16.698 PM,1513.74340820313
2025-07-28 12:23:16.253 PM,1515.79113769531,2025-07-28 12:23:16.897 PM,1513.87194824219
2025-07-28 12:23:16.451 PM,1515.67395019531,2025-07-28 12:23:17.096 PM,1513.98254394531
2025-07-28 12:23:16.650 PM,1515.64465332031,2025-07-28 12:23:17.295 PM,1514.06396484375
2025-07-28 12:23:16.849 PM,1515.71301269531,2025-07-28 12:23:17.493 PM,1514.07934570313
2025-07-28 12:23:17.047 PM,1515.796875,2025-07-28 12:23:17.692 PM,1514.0029296875
2025-07-28 12:23:17.246 PM,1515.8994140625,2025-07-28 12:23:17.891 PM,1513.88500976563
2025-07-28 12:23:17.445 PM,1515.99694824219,2025-07-28 12:23:18.090 PM,1513.75073242188
2025-07-28 12:23:17.643 PM,1516.06701660156,2025-07-28 12:23:18.288 PM,1513.63928222656
2025-07-28 12:23:17.842 PM,1516.11743164063,2025-07-28 12:23:18.487 PM,1513.6181640625
2025-07-28 12:23:18.041 PM,1516.09460449219,2025-07-28 12:23:18.686 PM,1513.671875
2025-07-28 12:23:18.239 PM,1515.96520996094,2025-07-28 12:23:18.884 PM,1513.74987792969
2025-07-28 12:23:18.438 PM,1515.82373046875,2025-07-28 12:23:19.083 PM,1513.86547851563
2025-07-28 12:23:18.637 PM,1515.70080566406,2025-07-28 12:23:19.282 PM,1513.93859863281
2025-07-28 12:23:18.835 PM,1515.64465332031,2025-07-28 12:23:19.481 PM,1513.99560546875
2025-07-28 12:23:19.034 PM,1515.67883300781,2025-07-28 12:23:19.679 PM,1514.03381347656
2025-07-28 12:23:19.233 PM,1515.76184082031,2025-07-28 12:23:19.878 PM,1514.00451660156
2025-07-28 12:23:19.432 PM,1515.8603515625,2025-07-28 12:23:20.077 PM,1513.9345703125
2025-07-28 12:23:19.630 PM,1515.96936035156,2025-07-28 12:23:20.276 PM,1513.80847167969
2025-07-28 12:23:19.829 PM,1516.07019042969,2025-07-28 12:23:20.474 PM,1513.67590332031
2025-07-28 12:23:20.028 PM,1516.10034179688,2025-07-28 12:23:20.673 PM,1513.6083984375
2025-07-28 12:23:20.226 PM,1516.10363769531,2025-07-28 12:23:20.872 PM,1513.62951660156
2025-07-28 12:23:20.425 PM,1515.99865722656,2025-07-28 12:23:21.070 PM,1513.70520019531
2025-07-28 12:23:20.624 PM,1515.82446289063,2025-07-28 12:23:21.269 PM,1513.81982421875
2025-07-28 12:23:20.822 PM,1515.71301269531,2025-07-28 12:23:21.468 PM,1513.93542480469
2025-07-28 12:23:21.021 PM,1515.61950683594,2025-07-28 12:23:21.667 PM,1514.03784179688
2025-07-28 12:23:21.220 PM,1515.6357421875,2025-07-28 12:23:21.865 PM,1514.08911132813
2025-07-28 12:23:21.418 PM,1515.72521972656,2025-07-28 12:23:22.064 PM,1514.03784179688
2025-07-28 12:23:21.617 PM,1515.8212890625,2025-07-28 12:23:22.263 PM,1513.93859863281
2025-07-28 12:23:21.816 PM,1515.93920898438,2025-07-28 12:23:22.462 PM,1513.7978515625
2025-07-28 12:23:22.014 PM,1516.01977539063,2025-07-28 12:23:22.660 PM,1513.65637207031
2025-07-28 12:23:22.213 PM,1516.11096191406,2025-07-28 12:23:22.859 PM,1513.57250976563
2025-07-28 12:23:22.412 PM,1516.08081054688,2025-07-28 12:23:23.058 PM,1513.56604003906
2025-07-28 12:23:22.610 PM,1515.96520996094,2025-07-28 12:23:23.256 PM,1513.61645507813
2025-07-28 12:23:22.809 PM,1515.80419921875,2025-07-28 12:23:23.455 PM,1513.71166992188
2025-07-28 12:23:23.008 PM,1515.6455078125,2025-07-28 12:23:23.654 PM,1513.861328125
2025-07-28 12:23:23.206 PM,1515.5576171875,2025-07-28 12:23:23.853 PM,1513.95007324219
2025-07-28 12:23:23.405 PM,1515.54699707031,2025-07-28 12:23:24.051 PM,1514.0322265625
2025-07-28 12:23:23.604 PM,1515.63000488281,2025-07-28 12:23:24.250 PM,1514.08837890625
2025-07-28 12:23:23.802 PM,1515.70239257813,2025-07-28 12:23:24.449 PM,1514.08020019531
2025-07-28 12:23:24.001 PM,1515.81799316406,2025-07-28 12:23:24.648 PM,1514.02807617188
2025-07-28 12:23:24.200 PM,1515.93188476563,2025-07-28 12:23:24.846 PM,1513.88989257813
2025-07-28 12:23:24.399 PM,1516.00842285156,2025-07-28 12:23:25.045 PM,1513.73278808594
2025-07-28 12:23:24.597 PM,1516.08166503906,2025-07-28 12:23:25.244 PM,1513.61889648438
2025-07-28 12:23:24.796 PM,1516.08898925781,2025-07-28 12:23:25.442 PM,1513.55383300781
2025-07-28 12:23:24.995 PM,1516.02307128906,2025-07-28 12:23:25.641 PM,1513.58227539063
2025-07-28 12:23:25.193 PM,1515.8994140625,2025-07-28 12:23:25.840 PM,1513.66613769531
2025-07-28 12:23:25.392 PM,1515.76342773438,2025-07-28 12:23:26.039 PM,1513.75158691406
2025-07-28 12:23:25.591 PM,1515.650390625,2025-07-28 12:23:26.237 PM,1513.86950683594
2025-07-28 12:23:25.789 PM,1515.60559082031,2025-07-28 12:23:26.436 PM,1513.96630859375
2025-07-28 12:23:25.988 PM,1515.61218261719,2025-07-28 12:23:26.635 PM,1514.037109375
2025-07-28 12:23:26.187 PM,1515.65844726563,2025-07-28 12:23:26.834 PM,1514.11840820313
2025-07-28 12:23:26.385 PM,1515.74475097656,2025-07-28 12:23:27.032 PM,1514.11352539063
2025-07-28 12:23:26.584 PM,1515.84326171875,2025-07-28 12:23:27.231 PM,1514.00939941406
2025-07-28 12:23:26.783 PM,1515.96032714844,2025-07-28 12:23:27.430 PM,1513.86791992188
2025-07-28 12:23:26.981 PM,1516.05480957031,2025-07-28 12:23:27.628 PM,1513.69616699219
2025-07-28 12:23:27.180 PM,1516.11096191406,2025-07-28 12:23:27.827 PM,1513.61401367188
2025-07-28 12:23:27.379 PM,1516.14099121094,2025-07-28 12:23:28.026 PM,1513.61486816406
2025-07-28 12:23:27.577 PM,1516.06127929688,2025-07-28 12:23:28.225 PM,1513.67993164063
2025-07-28 12:23:27.776 PM,1515.92053222656,2025-07-28 12:23:28.423 PM,1513.78247070313
2025-07-28 12:23:27.975 PM,1515.77893066406,2025-07-28 12:23:28.622 PM,1513.85485839844
2025-07-28 12:23:28.173 PM,1515.630859375,2025-07-28 12:23:28.821 PM,1513.95495605469
2025-07-28 12:23:28.372 PM,1515.59582519531,2025-07-28 12:23:29.020 PM,1514.03540039063
2025-07-28 12:23:28.571 PM,1515.64953613281,2025-07-28 12:23:29.218 PM,1514.07775878906
2025-07-28 12:23:28.770 PM,1515.72766113281,2025-07-28 12:23:29.417 PM,1514.07775878906
2025-07-28 12:23:28.968 PM,1515.8408203125,2025-07-28 12:23:29.616 PM,1513.978515625
2025-07-28 12:23:29.167 PM,1515.94165039063,2025-07-28 12:23:29.814 PM,1513.8515625
2025-07-28 12:23:29.366 PM,1516.02551269531,2025-07-28 12:23:30.013 PM,1513.69787597656
2025-07-28 12:23:29.564 PM,1516.07189941406,2025-07-28 12:23:30.212 PM,1513.58312988281
2025-07-28 12:23:29.763 PM,1516.09704589844,2025-07-28 12:23:30.411 PM,1513.56848144531
2025-07-28 12:23:29.962 PM,1516.02221679688,2025-07-28 12:23:30.609 PM,1513.59375
2025-07-28 12:23:30.160 PM,1515.87658691406,2025-07-28 12:23:30.808 PM,1513.66857910156
2025-07-28 12:23:30.359 PM,1515.74230957031,2025-07-28 12:23:31.007 PM,1513.78002929688
2025-07-28 12:23:30.558 PM,1515.60314941406,2025-07-28 12:23:31.205 PM,1513.880859375
2025-07-28 12:23:30.756 PM,1515.56982421875,2025-07-28 12:23:31.404 PM,1513.96057128906
2025-07-28 12:23:30.955 PM,1515.59912109375,2025-07-28 12:23:31.603 PM,1514.05419921875
2025-07-28 12:23:31.154 PM,1515.66821289063,2025-07-28 12:23:31.802 PM,1514.09399414063
2025-07-28 12:23:31.352 PM,1515.76513671875,2025-07-28 12:23:32.000 PM,1514.06225585938
2025-07-28 12:23:31.551 PM,1515.8505859375,2025-07-28 12:23:32.199 PM,1513.96716308594
2025-07-28 12:23:31.750 PM,1515.93188476563,2025-07-28 12:23:32.398 PM,1513.82153320313
2025-07-28 12:23:31.948 PM,1516.01159667969,2025-07-28 12:23:32.597 PM,1513.68237304688
2025-07-28 12:23:32.147 PM,1516.06860351563,2025-07-28 12:23:32.795 PM,1513.60998535156
2025-07-28 12:23:32.346 PM,1516.06372070313,2025-07-28 12:23:32.994 PM,1513.64416503906
2025-07-28 12:23:32.544 PM,1515.97827148438,2025-07-28 12:23:33.193 PM,1513.72473144531
2025-07-28 12:23:32.743 PM,1515.81640625,2025-07-28 12:23:33.391 PM,1513.83374023438
2025-07-28 12:23:32.942 PM,1515.66906738281,2025-07-28 12:23:33.590 PM,1513.9296875
2025-07-28 12:23:33.140 PM,1515.58447265625,2025-07-28 12:23:33.789 PM,1514.00378417969
2025-07-28 12:23:33.339 PM,1515.60974121094,2025-07-28 12:23:33.988 PM,1514.05334472656
2025-07-28 12:23:33.538 PM,1515.69506835938,2025-07-28 12:23:34.186 PM,1514.02319335938
2025-07-28 12:23:33.737 PM,1515.80249023438,2025-07-28 12:23:34.385 PM,1513.92321777344
2025-07-28 12:23:33.935 PM,1515.92626953125,2025-07-28 12:23:34.584 PM,1513.78649902344
2025-07-28 12:23:34.134 PM,1515.98803710938,2025-07-28 12:23:34.783 PM,1513.6376953125
2025-07-28 12:23:34.333 PM,1516.04333496094,2025-07-28 12:23:34.981 PM,1513.51965332031
2025-07-28 12:23:34.531 PM,1515.99694824219,2025-07-28 12:23:35.180 PM,1513.49365234375
2025-07-28 12:23:34.730 PM,1515.8994140625,2025-07-28 12:23:35.379 PM,1513.50988769531
2025-07-28 12:23:34.929 PM,1515.75695800781,2025-07-28 12:23:35.577 PM,1513.57824707031
2025-07-28 12:23:35.127 PM,1515.62109375,2025-07-28 12:23:35.776 PM,1513.71166992188
2025-07-28 12:23:35.326 PM,1515.54870605469,2025-07-28 12:23:35.975 PM,1513.81823730469
2025-07-28 12:23:35.525 PM,1515.50231933594,2025-07-28 12:23:36.174 PM,1513.90771484375
2025-07-28 12:23:35.723 PM,1515.55676269531,2025-07-28 12:23:36.372 PM,1513.97521972656
2025-07-28 12:23:35.922 PM,1515.6162109375,2025-07-28 12:23:36.571 PM,1514.01586914063
2025-07-28 12:23:36.121 PM,1515.71789550781,2025-07-28 12:23:36.770 PM,1514.06066894531
2025-07-28 12:23:36.319 PM,1515.82934570313,2025-07-28 12:23:36.969 PM,1514.02563476563
2025-07-28 12:23:36.518 PM,1515.9287109375,2025-07-28 12:23:37.167 PM,1513.91259765625
2025-07-28 12:23:36.717 PM,1515.99291992188,2025-07-28 12:23:37.366 PM,1513.802734375
2025-07-28 12:23:36.915 PM,1516.02380371094,2025-07-28 12:23:37.565 PM,1513.67834472656
2025-07-28 12:23:37.114 PM,1516.04418945313,2025-07-28 12:23:37.763 PM,1513.61486816406
2025-07-28 12:23:37.313 PM,1516.01159667969,2025-07-28 12:23:37.962 PM,1513.64013671875
2025-07-28 12:23:37.511 PM,1515.9384765625,2025-07-28 12:23:38.161 PM,1513.67102050781
2025-07-28 12:23:37.710 PM,1515.82043457031,2025-07-28 12:23:38.360 PM,1513.75317382813
2025-07-28 12:23:37.909 PM,1515.69348144531,2025-07-28 12:23:38.558 PM,1513.83532714844
2025-07-28 12:23:38.107 PM,1515.61047363281,2025-07-28 12:23:38.757 PM,1513.93615722656
2025-07-28 12:23:38.306 PM,1515.5869140625,2025-07-28 12:23:38.956 PM,1514.0126953125
2025-07-28 12:23:38.505 PM,1515.63647460938,2025-07-28 12:23:39.155 PM,1514.09887695313
2025-07-28 12:23:38.704 PM,1515.72680664063,2025-07-28 12:23:39.353 PM,1514.15661621094
2025-07-28 12:23:38.902 PM,1515.84240722656,2025-07-28 12:23:39.552 PM,1514.12976074219
2025-07-28 12:23:39.101 PM,1515.9384765625,2025-07-28 12:23:39.751 PM,1514.0126953125
2025-07-28 12:23:39.300 PM,1516.01818847656,2025-07-28 12:23:39.949 PM,1513.83776855469
2025-07-28 12:23:39.498 PM,1516.08972167969,2025-07-28 12:23:40.148 PM,1513.68566894531
2025-07-28 12:23:39.697 PM,1516.14184570313,2025-07-28 12:23:40.347 PM,1513.57250976563
2025-07-28 12:23:39.896 PM,1516.14831542969,2025-07-28 12:23:40.546 PM,1513.58715820313
2025-07-28 12:23:40.094 PM,1516.07751464844,2025-07-28 12:23:40.744 PM,1513.64172363281
2025-07-28 12:23:40.293 PM,1515.9189453125,2025-07-28 12:23:40.943 PM,1513.73278808594
2025-07-28 12:23:40.492 PM,1515.74633789063,2025-07-28 12:23:41.142 PM,1513.83129882813
2025-07-28 12:23:40.690 PM,1515.63488769531,2025-07-28 12:23:41.341 PM,1513.93054199219
2025-07-28 12:23:40.889 PM,1515.58447265625,2025-07-28 12:23:41.539 PM,1514.01025390625
2025-07-28 12:23:41.088 PM,1515.63244628906,2025-07-28 12:23:41.738 PM,1514.03466796875
2025-07-28 12:23:41.286 PM,1515.70166015625,2025-07-28 12:23:41.937 PM,1514.02075195313
2025-07-28 12:23:41.485 PM,1515.8115234375,2025-07-28 12:23:42.135 PM,1513.89636230469
2025-07-28 12:23:41.684 PM,1515.93273925781,2025-07-28 12:23:42.334 PM,1513.74987792969
2025-07-28 12:23:41.882 PM,1516.03112792969,2025-07-28 12:23:42.533 PM,1513.6181640625
2025-07-28 12:23:42.081 PM,1516.09301757813,2025-07-28 12:23:42.732 PM,1513.51892089844
2025-07-28 12:23:42.280 PM,1516.06616210938,2025-07-28 12:23:42.930 PM,1513.48876953125
2025-07-28 12:23:42.478 PM,1515.95300292969,2025-07-28 12:23:43.129 PM,1513.50988769531
2025-07-28 12:23:42.677 PM,1515.81469726563,2025-07-28 12:23:43.328 PM,1513.56604003906
2025-07-28 12:23:42.876 PM,1515.6748046875,2025-07-28 12:23:43.527 PM,1513.6474609375
2025-07-28 12:23:43.075 PM,1515.58044433594,2025-07-28 12:23:43.725 PM,1513.76538085938
2025-07-28 12:23:43.273 PM,1515.55358886719,2025-07-28 12:23:43.924 PM,1513.86791992188
2025-07-28 12:23:43.472 PM,1515.55187988281,2025-07-28 12:23:44.123 PM,1513.96142578125
2025-07-28 12:23:43.671 PM,1515.59338378906,2025-07-28 12:23:44.321 PM,1514.0322265625
2025-07-28 12:23:43.869 PM,1515.65930175781,2025-07-28 12:23:44.520 PM,1514.07690429688
2025-07-28 12:23:44.068 PM,1515.74072265625,2025-07-28 12:23:44.719 PM,1514.06396484375
2025-07-28 12:23:44.267 PM,1515.87255859375,2025-07-28 12:23:44.918 PM,1513.97766113281
2025-07-28 12:23:44.465 PM,1515.96520996094,2025-07-28 12:23:45.116 PM,1513.85815429688
2025-07-28 12:23:44.664 PM,1516.02868652344,2025-07-28 12:23:45.315 PM,1513.73278808594
2025-07-28 12:23:44.863 PM,1516.09387207031,2025-07-28 12:23:45.514 PM,1513.67504882813
2025-07-28 12:23:45.061 PM,1516.06701660156,2025-07-28 12:23:45.713 PM,1513.71655273438
2025-07-28 12:23:45.260 PM,1515.95959472656,2025-07-28 12:23:45.911 PM,1513.81420898438
2025-07-28 12:23:45.459 PM,1515.85131835938,2025-07-28 12:23:46.110 PM,1513.95654296875
2025-07-28 12:23:45.657 PM,1515.7236328125,2025-07-28 12:23:46.309 PM,1514.05334472656
2025-07-28 12:23:45.856 PM,1515.68286132813,2025-07-28 12:23:46.507 PM,1514.08178710938
2025-07-28 12:23:46.055 PM,1515.71704101563,2025-07-28 12:23:46.706 PM,1514.00866699219
2025-07-28 12:23:46.253 PM,1515.78955078125,2025-07-28 12:23:46.905 PM,1513.85571289063
2025-07-28 12:23:46.452 PM,1515.89208984375,2025-07-28 12:23:47.104 PM,1513.70593261719
2025-07-28 12:23:46.651 PM,1515.94250488281,2025-07-28 12:23:47.302 PM,1513.56848144531
2025-07-28 12:23:46.849 PM,1516.01159667969,2025-07-28 12:23:47.501 PM,1513.51806640625
2025-07-28 12:23:47.048 PM,1515.95300292969,2025-07-28 12:23:47.700 PM,1513.54162597656
2025-07-28 12:23:47.247 PM,1515.85217285156,2025-07-28 12:23:47.898 PM,1513.59289550781
2025-07-28 12:23:47.445 PM,1515.728515625,2025-07-28 12:23:48.097 PM,1513.69616699219
2025-07-28 12:23:47.644 PM,1515.5869140625,2025-07-28 12:23:48.296 PM,1513.80517578125
2025-07-28 12:23:47.843 PM,1515.52258300781,2025-07-28 12:23:48.495 PM,1513.88500976563
2025-07-28 12:23:48.042 PM,1515.5234375,2025-07-28 12:23:48.693 PM,1513.95739746094
2025-07-28 12:23:48.240 PM,1515.57470703125,2025-07-28 12:23:48.892 PM,1514.01916503906
2025-07-28 12:23:48.439 PM,1515.65441894531,2025-07-28 12:23:49.091 PM,1514.046875
2025-07-28 12:23:48.638 PM,1515.80493164063,2025-07-28 12:23:49.290 PM,1513.99072265625
2025-07-28 12:23:48.836 PM,1515.904296875,2025-07-28 12:23:49.488 PM,1513.8857421875
2025-07-28 12:23:49.035 PM,1515.97985839844,2025-07-28 12:23:49.687 PM,1513.76452636719
2025-07-28 12:23:49.234 PM,1516.03845214844,2025-07-28 12:23:49.886 PM,1513.63110351563
2025-07-28 12:23:49.432 PM,1516.06457519531,2025-07-28 12:23:50.084 PM,1513.57666015625
2025-07-28 12:23:49.631 PM,1516.01489257813,2025-07-28 12:23:50.283 PM,1513.5498046875
2025-07-28 12:23:49.830 PM,1515.93273925781,2025-07-28 12:23:50.482 PM,1513.53759765625
2025-07-28 12:23:50.028 PM,1515.81958007813,2025-07-28 12:23:50.681 PM,1513.57666015625
2025-07-28 12:23:50.227 PM,1515.66577148438,2025-07-28 12:23:50.879 PM,1513.67431640625
2025-07-28 12:23:50.426 PM,1515.58850097656,2025-07-28 12:23:51.078 PM,1513.77185058594
2025-07-28 12:23:50.624 PM,1515.52746582031,2025-07-28 12:23:51.277 PM,1513.86303710938
2025-07-28 12:23:50.823 PM,1515.52746582031,2025-07-28 12:23:51.476 PM,1513.97448730469
2025-07-28 12:23:51.022 PM,1515.57141113281,2025-07-28 12:23:51.674 PM,1514.01428222656
2025-07-28 12:23:51.220 PM,1515.64379882813,2025-07-28 12:23:51.873 PM,1514.0859375
2025-07-28 12:23:51.419 PM,1515.7626953125,2025-07-28 12:23:52.072 PM,1514.04516601563
2025-07-28 12:23:51.618 PM,1515.86437988281,2025-07-28 12:23:52.270 PM,1513.93859863281
2025-07-28 12:23:51.816 PM,1515.99291992188,2025-07-28 12:23:52.469 PM,1513.80444335938
2025-07-28 12:23:52.015 PM,1516.06945800781,2025-07-28 12:23:52.668 PM,1513.63928222656
2025-07-28 12:23:52.214 PM,1516.12316894531,2025-07-28 12:23:52.867 PM,1513.55712890625
2025-07-28 12:23:52.413 PM,1516.12475585938,2025-07-28 12:23:53.065 PM,1513.49523925781
2025-07-28 12:23:52.611 PM,1516.00024414063,2025-07-28 12:23:53.264 PM,1513.50830078125
2025-07-28 12:23:52.810 PM,1515.86596679688,2025-07-28 12:23:53.463 PM,1513.55712890625
2025-07-28 12:23:53.009 PM,1515.71789550781,2025-07-28 12:23:53.662 PM,1513.63928222656
2025-07-28 12:23:53.207 PM,1515.59509277344,2025-07-28 12:23:53.860 PM,1513.76940917969
